Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Reactome_2022__Disease R-HSA-1643685,0.37507068955557293,0.9151845474716079,0.7595190380761523,1.0,1.0,38/134,25.70%,DOCK2;MAP4K2;SEC24C;ITPR2;PSMB8;VCL;CLTA;MARK3;PTEN;SKP1;B3GAT3;AKT3;EZH2;GPHA2;PPP2CA;AXIN1;TRIP11;CHMP1A;PPP2R1A;AKT1S1;H2AC4;HMGA1;IKBKG;HEXA;AP2A1;DVL3;REST;BRAF;H2BC17;POLR2E;HES5;IFNA16;RPS10;CDC26;RPL15;H3C7;FAM110A;ABCD1
prerank,Reactome_2022__Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,0.4081794477973506,0.9136716383003518,0.6466244725738397,1.0,1.0,6/31,18.04%,SEC24C;PSMB8;HECTD3;SKP1;FBXW12;IKBKG
prerank,KEGG_2021_Human__C-type lectin receptor signaling pathway,0.4363929794348369,0.898722762783393,0.6488372093023256,1.0,1.0,5/15,18.87%,MAP3K14;ITPR2;AKT3;IKBKG;BCL3
prerank,KEGG_2021_Human__Necroptosis,0.39918187592155147,0.8962739517632462,0.6737967914438503,1.0,1.0,6/28,17.21%,H2AC16;RIPK3;FAF1;CHMP1A;H2AC13;H2AC4
prerank,KEGG_2021_Human__Neutrophil extracellular trap formation,0.38431330093676397,0.8961603306110592,0.7069672131147541,1.0,1.0,18/50,31.57%,H3C3;H2AC16;H3C8;AKT3;H2AC13;H2AC4;H2BC17;H3C4;H4C7;H3C7;NCF4;H2AC20;AKT1;H4C14;H2AC15;H4C8;H3C1;H4C13
prerank,KEGG_2021_Human__Human T-cell leukemia virus 1 infection,0.4045038650514016,0.8783793630793596,0.6801752464403067,1.0,1.0,7/23,23.56%,MAP3K14;PTEN;AKT3;IKBKG;CRTC1;RANBP3;CDC26
prerank,Reactome_2022__RAF/MAP Kinase Cascade R-HSA-5673001,0.4155387113290108,0.8641013702253278,0.6750285062713797,1.0,1.0,5/16,14.36%,PSMB8;VCL;MARK3;PPP2CA;PPP2R1A
prerank,Reactome_2022__MAPK1/MAPK3 Signaling R-HSA-5684996,0.4155387113290108,0.8641013702253278,0.6750285062713797,1.0,1.0,5/16,14.36%,PSMB8;VCL;MARK3;PPP2CA;PPP2R1A
prerank,Reactome_2022__Transport Of Small Molecules R-HSA-382551,0.38842492588723543,0.8628457061130248,0.7147505422993492,1.0,1.0,7/29,18.69%,PSMB8;CLTA;SKP1;ATP13A1;SLC8B1;ATP6AP1;AP2A1
prerank,Reactome_2022__Estrogen-dependent Gene Expression R-HSA-9018519,0.39945524872946386,0.8604706548796521,0.7161572052401747,1.0,1.0,9/23,27.42%,AXIN1;USF1;H2AC4;SMC3;H2BC17;POLR2E;TNRC6B;H3C7;H2AC20
